5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 1 Occ (%)	Lane 2 Flow (Veh/5 Minutes)	Lane 2 Occ (%)	Lane 3 Flow (Veh/5 Minutes)	Lane 3 Occ (%)	Lane 4 Flow (Veh/5 Minutes)	Lane 4 Occ (%)	Lane 5 Flow (Veh/5 Minutes)	Lane 5 Occ (%)	Lane 6 Flow (Veh/5 Minutes)	Lane 6 Occ (%)	Flow (Veh/5 Minutes)	Occupancy (%)	# Lane Points	% Observed
01/15/2006 03:20	30.0	2.6	47.0	3.9	42.0	4.0	35.0	3.5	24.0	2.2	0.0	0.0	178.0	3.3	5	0.0
01/15/2006 03:25	34.0	3.9	49.0	5.4	44.0	5.5	36.0	5.2	29.0	3.6	0.0	0.0	192.0	4.7	5	0.0
01/15/2006 03:30	30.0	3.6	49.0	5.0	44.0	5.0	36.0	4.7	29.0	3.3	0.0	0.0	188.0	4.3	5	0.0
01/15/2006 03:35	31.0	3.3	46.0	4.6	41.0	4.6	34.0	4.4	26.0	3.1	0.0	0.0	178.0	4.0	5	0.0
01/15/2006 03:40	29.0	5.9	47.0	7.7	42.0	8.0	34.0	7.3	27.0	6.3	0.0	0.0	179.0	7.0	5	0.0
01/15/2006 03:45	30.0	4.2	46.0	5.7	42.0	5.8	34.0	5.5	26.0	3.9	0.0	0.0	178.0	5.0	5	0.0
01/15/2006 03:50	29.0	3.8	45.0	5.2	40.0	5.3	33.0	5.1	26.0	3.4	0.0	0.0	173.0	4.6	5	0.0
01/15/2006 03:55	27.0	3.7	45.0	5.2	41.0	5.3	33.0	4.9	26.0	3.6	0.0	0.0	172.0	4.6	5	0.0
01/15/2006 04:00	34.0	3.5	47.0	5.0	41.0	5.1	35.0	4.9	27.0	3.3	0.0	0.0	184.0	4.4	5	0.0
01/15/2006 04:05	27.0	3.7	44.0	5.2	40.0	5.2	33.0	4.9	26.0	3.4	0.0	0.0	170.0	4.5	5	0.0
01/15/2006 04:10	25.0	3.2	42.0	4.7	38.0	4.8	31.0	4.4	24.0	3.3	0.0	0.0	160.0	4.1	5	0.0
01/15/2006 04:15	31.0	2.8	49.0	4.2	43.0	4.2	36.0	3.9	25.0	2.5	0.0	0.0	184.0	3.5	5	0.0
01/15/2006 04:20	32.0	2.9	49.0	4.0	44.0	4.1	36.0	3.8	24.0	2.2	0.0	0.0	185.0	3.4	5	0.0
01/15/2006 04:25	27.0	2.7	45.0	3.9	41.0	3.9	33.0	3.5	24.0	2.4	0.0	0.0	170.0	3.3	5	0.0
01/15/2006 04:30	29.0	2.7	47.0	4.0	42.0	4.1	35.0	3.6	23.0	2.1	0.0	0.0	176.0	3.3	5	0.0
01/15/2006 04:35	28.0	2.6	46.0	3.9	42.0	4.0	34.0	3.6	23.0	2.5	0.0	0.0	173.0	3.3	5	0.0
01/15/2006 04:40	30.0	2.5	48.0	4.0	45.0	4.1	37.0	3.8	24.0	2.5	0.0	0.0	184.0	3.4	5	0.0
01/15/2006 04:45	25.0	2.6	43.0	3.9	39.0	3.9	31.0	3.5	25.0	2.3	0.0	0.0	163.0	3.2	5	0.0
01/15/2006 04:50	29.0	2.7	47.0	4.0	42.0	4.1	34.0	3.7	24.0	2.3	0.0	0.0	176.0	3.4	5	0.0
01/15/2006 04:55	31.0	2.8	49.0	4.1	44.0	4.2	36.0	3.8	25.0	2.3	0.0	0.0	185.0	3.4	5	0.0
01/15/2006 05:00	31.0	2.8	50.0	4.2	45.0	4.3	37.0	3.9	30.0	2.9	0.0	0.0	193.0	3.6	5	0.0
01/15/2006 05:05	29.0	2.6	46.0	4.0	41.0	4.0	34.0	3.6	23.0	2.1	0.0	0.0	173.0	3.3	5	0.0
01/15/2006 05:10	28.0	2.6	45.0	3.9	41.0	4.0	33.0	3.5	25.0	2.4	0.0	0.0	172.0	3.3	5	0.0
01/15/2006 05:15	31.0	2.8	49.0	4.1	44.0	4.2	36.0	3.7	26.0	2.3	0.0	0.0	186.0	3.4	5	0.0
01/15/2006 05:20	33.0	3.0	51.0	4.4	46.0	4.4	38.0	4.0	29.0	2.7	0.0	0.0	197.0	3.7	5	0.0
01/15/2006 05:25	29.0	2.9	46.0	4.1	41.0	4.1	33.0	3.8	23.0	2.2	0.0	0.0	172.0	3.4	5	0.0
01/15/2006 05:30	30.0	2.8	48.0	4.2	43.0	4.2	35.0	3.8	25.0	2.3	0.0	0.0	181.0	3.5	5	0.0
01/15/2006 05:35	35.0	2.7	52.0	4.2	48.0	4.3	40.0	4.1	27.0	2.9	0.0	0.0	202.0	3.7	5	0.0
01/15/2006 05:40	33.0	2.8	52.0	4.2	46.0	4.3	38.0	3.8	27.0	2.6	0.0	0.0	196.0	3.6	5	0.0
01/15/2006 05:45	33.0	2.8	51.0	4.2	45.0	4.2	37.0	3.8	27.0	2.3	0.0	0.0	193.0	3.5	5	0.0
01/15/2006 05:50	36.0	3.1	54.0	4.5	49.0	4.5	40.0	4.1	31.0	2.7	0.0	0.0	210.0	3.8	5	0.0
01/15/2006 05:55	36.0	3.1	54.0	4.5	48.0	4.6	40.0	4.1	30.0	2.6	0.0	0.0	208.0	3.8	5	0.0
01/15/2006 06:00	38.0	3.1	56.0	4.5	51.0	4.6	42.0	4.2	29.0	2.6	0.0	0.0	216.0	3.8	5	0.0
01/15/2006 06:05	33.0	2.9	51.0	4.2	46.0	4.3	37.0	3.8	28.0	2.5	0.0	0.0	195.0	3.5	5	0.0
01/15/2006 06:10	35.0	3.0	53.0	4.4	48.0	4.5	39.0	4.0	30.0	2.9	0.0	0.0	205.0	3.8	5	0.0
01/15/2006 06:15	32.0	2.8	51.0	4.2	45.0	4.2	37.0	3.8	30.0	2.8	0.0	0.0	195.0	3.6	5	0.0
01/15/2006 06:20	35.0	3.0	53.0	4.4	48.0	4.5	39.0	4.0	32.0	2.9	0.0	0.0	207.0	3.8	5	0.0
01/15/2006 06:25	32.0	2.9	50.0	4.2	45.0	4.3	37.0	3.9	30.0	2.9	0.0	0.0	194.0	3.6	5	0.0
01/15/2006 06:30	41.0	3.3	58.0	4.6	52.0	4.6	42.0	4.3	30.0	2.7	0.0	0.0	223.0	3.9	5	0.0
01/15/2006 06:35	37.0	3.1	55.0	4.5	49.0	4.5	41.0	4.1	31.0	2.6	0.0	0.0	213.0	3.8	5	0.0
01/15/2006 06:40	39.0	3.3	56.0	4.7	50.0	4.7	42.0	4.3	31.0	2.9	0.0	0.0	218.0	4.0	5	0.0
01/15/2006 06:45	36.0	3.0	54.0	4.4	48.0	4.5	40.0	4.0	31.0	2.7	0.0	0.0	209.0	3.7	5	0.0
01/15/2006 06:50	39.0	3.1	57.0	4.6	52.0	4.7	44.0	4.5	31.0	3.0	0.0	0.0	223.0	4.0	5	0.0
01/15/2006 06:55	39.0	3.1	56.0	4.6	51.0	4.7	42.0	4.3	29.0	2.9	0.0	0.0	217.0	3.9	5	0.0
01/15/2006 07:00	38.0	3.2	56.0	4.5	50.0	4.6	41.0	4.1	33.0	2.9	0.0	0.0	218.0	3.9	5	0.0
01/15/2006 07:05	37.0	3.2	54.0	4.6	49.0	4.6	40.0	4.2	31.0	2.9	0.0	0.0	211.0	3.9	5	0.0
01/15/2006 07:10	39.0	3.2	57.0	4.6	51.0	4.7	42.0	4.2	34.0	3.0	0.0	0.0	223.0	4.0	5	0.0
01/15/2006 07:15	43.0	3.5	61.0	5.0	55.0	5.0	46.0	4.6	37.0	3.4	0.0	0.0	242.0	4.3	5	0.0
01/15/2006 07:20	47.0	3.7	65.0	5.2	58.0	5.3	49.0	4.7	38.0	3.6	0.0	0.0	257.0	4.5	5	0.0
01/15/2006 07:25	47.0	3.7	64.0	5.1	57.0	5.2	48.0	4.7	38.0	3.5	0.0	0.0	254.0	4.4	5	0.0
01/15/2006 07:30	42.0	3.3	60.0	4.7	54.0	4.8	45.0	4.3	36.0	3.3	0.0	0.0	237.0	4.1	5	0.0
01/15/2006 07:35	44.0	3.4	63.0	4.9	56.0	5.0	47.0	4.5	38.0	3.5	0.0	0.0	248.0	4.2	5	0.0
01/15/2006 07:40	43.0	3.4	60.0	4.8	54.0	4.9	45.0	4.4	35.0	3.4	0.0	0.0	237.0	4.2	5	0.0
01/15/2006 07:45	46.0	3.5	63.0	5.1	57.0	5.2	49.0	4.8	36.0	3.4	0.0	0.0	251.0	4.4	5	0.0
01/15/2006 07:50	45.0	3.5	62.0	4.9	56.0	4.9	46.0	4.5	36.0	3.0	0.0	0.0	245.0	4.1	5	0.0
01/15/2006 07:55	52.0	4.1	69.0	5.6	63.0	5.7	53.0	5.2	43.0	4.2	0.0	0.0	280.0	5.0	5	0.0
01/15/2006 08:00	45.0	3.5	63.0	4.9	56.0	5.0	47.0	4.5	36.0	3.1	0.0	0.0	247.0	4.2	5	0.0
01/15/2006 08:05	47.0	3.6	64.0	5.0	57.0	5.1	47.0	4.6	38.0	3.2	0.0	0.0	253.0	4.3	5	0.0
01/15/2006 08:10	47.0	3.7	65.0	5.2	58.0	5.3	49.0	4.8	40.0	3.8	0.0	0.0	259.0	4.6	5	0.0
01/15/2006 08:15	55.0	4.1	71.0	5.5	64.0	5.6	54.0	5.1	43.0	3.8	0.0	0.0	287.0	4.8	5	0.0
01/15/2006 08:20	59.0	4.4	76.0	6.0	68.0	6.1	59.0	5.5	47.0	4.4	0.0	0.0	309.0	5.3	5	0.0
01/15/2006 08:25	52.0	4.0	70.0	5.5	63.0	5.6	53.0	5.1	43.0	4.1	0.0	0.0	281.0	4.9	5	0.0
01/15/2006 08:30	57.0	4.0	73.0	5.4	66.0	5.5	55.0	5.0	43.0	3.6	0.0	0.0	294.0	4.7	5	0.0
01/15/2006 08:35	54.0	4.1	72.0	5.6	64.0	5.7	53.0	5.1	44.0	4.0	0.0	0.0	287.0	4.9	5	0.0
01/15/2006 08:40	64.0	4.8	80.0	6.3	72.0	6.4	62.0	5.9	51.0	4.7	0.0	0.0	329.0	5.6	5	0.0
01/15/2006 08:45	68.0	4.9	83.0	6.4	75.0	6.5	64.0	5.9	53.0	4.9	0.0	0.0	343.0	5.7	5	0.0
01/15/2006 08:50	59.0	4.4	77.0	5.8	68.0	5.9	57.0	5.4	47.0	4.2	0.0	0.0	308.0	5.1	5	0.0
01/15/2006 08:55	63.0	4.5	80.0	6.0	72.0	6.1	60.0	5.6	50.0	4.5	0.0	0.0	325.0	5.4	5	0.0
01/15/2006 09:00	62.0	4.4	80.0	5.9	71.0	6.1	60.0	5.5	50.0	4.4	0.0	0.0	323.0	5.3	5	0.0
01/15/2006 09:05	68.0	4.8	84.0	6.4	75.0	6.5	64.0	6.0	53.0	4.9	0.0	0.0	344.0	5.7	5	0.0
01/15/2006 09:10	62.0	4.4	80.0	5.9	71.0	6.0	60.0	5.5	50.0	4.4	0.0	0.0	323.0	5.2	5	0.0
01/15/2006 09:15	56.0	4.2	75.0	5.8	67.0	5.9	56.0	5.4	46.0	4.4	0.0	0.0	300.0	5.1	5	0.0
01/15/2006 09:20	64.0	4.6	81.0	6.3	73.0	6.4	64.0	5.8	53.0	4.8	0.0	0.0	335.0	5.6	5	0.0
01/15/2006 09:25	67.0	5.0	84.0	6.6	76.0	6.8	66.0	6.2	56.0	5.1	0.0	0.0	349.0	5.9	5	0.0
01/15/2006 09:30	61.0	4.5	79.0	6.0	70.0	6.2	59.0	5.6	48.0	4.6	0.0	0.0	317.0	5.4	5	0.0
01/15/2006 09:35	67.0	4.9	85.0	6.6	76.0	6.8	65.0	6.2	54.0	5.2	0.0	0.0	347.0	6.0	5	0.0
01/15/2006 09:40	71.0	5.2	90.0	6.8	80.0	7.0	69.0	6.4	57.0	5.4	0.0	0.0	367.0	6.2	5	0.0
01/15/2006 09:45	73.0	5.4	88.0	7.1	80.0	7.1	69.0	6.6	59.0	5.5	0.0	0.0	369.0	6.3	5	0.0
01/15/2006 09:50	76.0	5.5	95.0	7.2	84.0	7.4	72.0	6.7	60.0	5.6	0.0	0.0	387.0	6.5	5	0.0
01/15/2006 09:55	75.0	5.3	94.0	7.1	83.0	7.3	71.0	6.7	59.0	5.7	0.0	0.0	382.0	6.4	5	0.0
01/15/2006 10:00	65.0	4.7	84.0	6.3	74.0	6.5	63.0	5.9	52.0	4.8	0.0	0.0	338.0	5.6	5	0.0
01/15/2006 10:05	76.0	5.3	94.0	7.0	83.0	7.1	71.0	6.5	59.0	5.4	0.0	0.0	383.0	6.3	5	0.0
01/15/2006 10:10	74.0	5.0	92.0	6.7	82.0	6.8	70.0	6.2	58.0	5.2	0.0	0.0	376.0	6.0	5	0.0
01/15/2006 10:15	77.0	5.5	94.0	7.1	84.0	7.3	71.0	6.6	59.0	5.5	0.0	0.0	385.0	6.4	5	0.0
01/15/2006 10:20	75.0	5.3	94.0	6.9	83.0	7.1	71.0	6.5	58.0	5.4	0.0	0.0	381.0	6.2	5	0.0
01/15/2006 10:25	90.0	6.2	106.0	8.0	95.0	8.2	83.0	7.5	69.0	6.3	0.0	0.0	443.0	7.2	5	0.0
01/15/2006 10:30	73.0	5.3	90.0	6.9	80.0	7.0	68.0	6.4	56.0	5.3	0.0	0.0	367.0	6.2	5	0.0
01/15/2006 10:35	93.0	6.5	109.0	8.2	97.0	8.4	85.0	7.7	71.0	6.5	0.0	0.0	455.0	7.4	5	0.0
01/15/2006 10:40	83.0	6.1	99.0	7.9	89.0	8.0	78.0	7.3	69.0	6.4	0.0	0.0	418.0	7.2	5	0.0
01/15/2006 10:45	95.0	6.5	110.0	8.2	99.0	8.4	86.0	7.7	72.0	6.5	0.0	0.0	462.0	7.5	5	0.0
01/15/2006 10:50	74.0	5.1	91.0	6.7	80.0	6.8	68.0	6.2	57.0	5.1	0.0	0.0	370.0	6.0	5	0.0
01/15/2006 10:55	93.0	6.3	109.0	8.1	98.0	8.3	85.0	7.6	70.0	6.5	0.0	0.0	455.0	7.4	5	0.0
01/15/2006 11:00	87.0	6.0	106.0	7.8	94.0	8.0	81.0	7.3	67.0	6.3	0.0	0.0	435.0	7.1	5	0.0
01/15/2006 11:05	83.0	5.5	102.0	7.2	90.0	7.4	77.0	6.7	64.0	5.6	0.0	0.0	416.0	6.5	5	0.0
01/15/2006 11:10	82.0	5.7	99.0	7.5	89.0	7.7	76.0	7.0	63.0	5.9	0.0	0.0	409.0	6.8	5	0.0
01/15/2006 11:15	84.0	5.8	101.0	7.5	90.0	7.6	76.0	7.0	64.0	5.8	0.0	0.0	415.0	6.8	5	0.0
01/15/2006 11:20	76.0	5.5	94.0	7.1	83.0	7.2	70.0	6.6	58.0	5.5	0.0	0.0	381.0	6.4	5	0.0
01/15/2006 11:25	84.0	5.8	102.0	7.5	90.0	7.7	77.0	7.0	64.0	5.9	0.0	0.0	417.0	6.8	5	0.0
01/15/2006 11:30	85.0	5.9	103.0	7.6	91.0	7.8	78.0	7.2	65.0	6.0	0.0	0.0	422.0	6.9	5	0.0
01/15/2006 11:35	82.0	5.6	98.0	7.2	89.0	7.4	76.0	6.8	63.0	5.7	0.0	0.0	408.0	6.5	5	0.0
01/15/2006 11:40	83.0	5.5	100.0	7.3	91.0	7.5	78.0	6.8	65.0	5.8	0.0	0.0	417.0	6.6	5	0.0
01/15/2006 11:45	93.0	6.4	108.0	8.1	97.0	8.3	84.0	7.6	70.0	6.5	0.0	0.0	452.0	7.4	5	0.0
01/15/2006 11:50	80.0	5.5	98.0	7.2	87.0	7.4	74.0	6.7	62.0	5.6	0.0	0.0	401.0	6.5	5	0.0
01/15/2006 11:55	80.0	5.7	99.0	7.4	87.0	7.6	75.0	7.0	62.0	5.9	0.0	0.0	403.0	6.7	5	0.0
01/15/2006 12:00	89.0	6.2	107.0	8.0	95.0	8.2	82.0	7.5	68.0	6.4	0.0	0.0	441.0	7.3	5	0.0
01/15/2006 12:05	88.0	6.1	104.0	7.8	93.0	8.0	81.0	7.3	67.0	6.2	0.0	0.0	433.0	7.1	5	0.0
01/15/2006 12:10	77.0	5.4	95.0	7.1	85.0	7.3	72.0	6.6	60.0	5.6	0.0	0.0	389.0	6.4	5	0.0
01/15/2006 12:15	83.0	5.7	99.0	7.2	87.0	7.4	74.0	6.7	62.0	5.5	0.0	0.0	405.0	6.5	5	0.0
01/15/2006 12:20	83.0	5.8	100.0	7.4	89.0	7.6	76.0	6.9	63.0	5.8	0.0	0.0	411.0	6.7	5	0.0
01/15/2006 12:25	88.0	6.1	103.0	7.8	93.0	8.0	81.0	7.3	69.0	6.2	0.0	0.0	434.0	7.1	5	0.0
01/15/2006 12:30	91.0	6.3	109.0	8.0	96.0	8.1	82.0	7.4	69.0	6.2	0.0	0.0	447.0	7.2	5	0.0
01/15/2006 12:35	96.0	6.7	110.0	8.5	98.0	8.7	86.0	8.0	73.0	6.8	0.0	0.0	463.0	7.7	5	0.0
01/15/2006 12:40	95.0	6.4	113.0	8.1	100.0	8.3	86.0	7.6	72.0	6.5	0.0	0.0	466.0	7.4	5	0.0
01/15/2006 12:45	92.0	6.5	108.0	8.4	97.0	8.7	85.0	7.9	71.0	6.8	0.0	0.0	453.0	7.7	5	0.0
01/15/2006 12:50	104.0	7.6	119.0	9.6	107.0	9.9	95.0	9.1	81.0	7.9	0.0	0.0	506.0	8.8	5	0.0
01/15/2006 12:55	99.0	6.9	118.0	8.8	104.0	9.0	90.0	8.3	75.0	7.1	0.0	0.0	486.0	8.0	5	0.0
01/15/2006 13:00	94.0	6.4	112.0	8.1	99.0	8.3	85.0	7.6	71.0	6.4	0.0	0.0	461.0	7.3	5	0.0
01/15/2006 13:05	89.0	6.0	106.0	7.7	93.0	7.8	80.0	7.1	66.0	5.9	0.0	0.0	434.0	6.9	5	0.0
01/15/2006 13:10	99.0	6.9	113.0	8.7	101.0	8.9	89.0	8.1	74.0	6.9	0.0	0.0	476.0	7.9	5	0.0
01/15/2006 13:15	90.0	6.2	109.0	8.0	97.0	8.2	83.0	7.5	69.0	6.3	0.0	0.0	448.0	7.2	5	0.0
01/15/2006 13:20	100.0	6.9	114.0	8.6	102.0	8.8	90.0	8.1	77.0	6.9	0.0	0.0	483.0	7.9	5	0.0
01/15/2006 13:25	92.0	6.3	109.0	8.0	96.0	8.2	82.0	7.5	69.0	6.3	0.0	0.0	448.0	7.3	5	0.0
01/15/2006 13:30	90.0	6.1	108.0	7.9	96.0	8.1	82.0	7.4	69.0	6.3	0.0	0.0	445.0	7.2	5	0.0
01/15/2006 13:35	94.0	6.5	111.0	8.2	97.0	8.3	83.0	7.6	70.0	6.4	0.0	0.0	455.0	7.4	5	0.0
01/15/2006 13:40	98.0	6.7	113.0	8.5	101.0	8.7	88.0	7.9	74.0	6.7	0.0	0.0	474.0	7.7	5	0.0
01/15/2006 13:45	101.0	7.1	120.0	9.0	107.0	9.2	94.0	8.3	79.0	7.1	0.0	0.0	501.0	8.1	5	0.0
01/15/2006 13:50	98.0	6.8	113.0	8.6	101.0	8.9	89.0	8.1	75.0	6.9	0.0	0.0	476.0	7.9	5	0.0
01/15/2006 13:55	86.0	5.9	104.0	7.6	92.0	7.8	79.0	7.1	66.0	6.0	0.0	0.0	427.0	6.9	5	0.0
01/15/2006 14:00	92.0	6.2	110.0	8.0	97.0	8.2	83.0	7.5	69.0	6.3	0.0	0.0	451.0	7.3	5	0.0
01/15/2006 14:05	109.0	7.4	124.0	9.3	111.0	9.5	97.0	8.8	81.0	7.5	0.0	0.0	522.0	8.5	5	0.0
01/15/2006 14:10	107.0	7.6	122.0	9.6	109.0	9.9	97.0	9.2	85.0	8.0	0.0	0.0	520.0	8.9	5	0.0
01/15/2006 14:15	105.0	7.2	120.0	9.2	107.0	9.4	95.0	8.7	81.0	7.5	0.0	0.0	508.0	8.4	5	0.0
01/15/2006 14:20	97.0	6.9	112.0	8.8	101.0	9.1	89.0	8.4	76.0	7.2	0.0	0.0	475.0	8.1	5	0.0
01/15/2006 14:25	104.0	7.2	122.0	9.2	108.0	9.4	94.0	8.7	78.0	7.5	0.0	0.0	506.0	8.4	5	0.0
01/15/2006 14:30	91.0	6.6	106.0	8.5	95.0	8.7	84.0	8.0	73.0	6.9	0.0	0.0	449.0	7.7	5	0.0
01/15/2006 14:35	105.0	7.5	120.0	9.4	107.0	9.7	95.0	8.9	79.0	7.7	0.0	0.0	506.0	8.6	5	0.0
01/15/2006 14:40	103.0	7.6	118.0	9.7	106.0	9.9	93.0	8.9	81.0	8.1	0.0	0.0	501.0	8.8	5	0.0
01/15/2006 14:45	105.0	7.9	119.0	9.9	107.0	10.1	94.0	9.1	84.0	8.2	0.0	0.0	509.0	9.0	5	0.0
01/15/2006 14:50	111.0	7.6	127.0	9.5	114.0	9.8	98.0	9.0	82.0	7.8	0.0	0.0	532.0	8.8	5	0.0
01/15/2006 14:55	100.0	7.1	116.0	8.9	103.0	9.1	89.0	8.3	74.0	7.1	0.0	0.0	482.0	8.1	5	0.0
01/15/2006 15:00	101.0	7.5	115.0	9.4	103.0	9.7	91.0	8.8	78.0	7.8	0.0	0.0	488.0	8.6	5	0.0
01/15/2006 15:05	105.0	7.9	119.0	9.8	106.0	10.0	93.0	9.0	82.0	7.9	0.0	0.0	505.0	8.9	5	0.0
01/15/2006 15:10	101.0	7.2	119.0	9.0	105.0	9.2	90.0	8.5	75.0	7.3	0.0	0.0	490.0	8.2	5	0.0
01/15/2006 15:15	99.0	7.0	117.0	8.9	103.0	9.1	89.0	8.4	74.0	7.2	0.0	0.0	482.0	8.1	5	0.0
